kind,name,file,detail
"lib","integrations/core/jobs.ts","src/lib/integrations/core/jobs.ts","76"
"lib","integrations/core/mapping.ts","src/lib/integrations/core/mapping.ts","165"
"lib","integrations/core/mock.ts","src/lib/integrations/core/mock.ts","29"
"lib","integrations/core/registry.ts","src/lib/integrations/core/registry.ts","430"
"lib","integrations/core/review.ts","src/lib/integrations/core/review.ts","29"
"lib","integrations/core/runner.ts","src/lib/integrations/core/runner.ts","240"
"lib","integrations/core/schedule.ts","src/lib/integrations/core/schedule.ts","37"
"lib","integrations/core/tabular.ts","src/lib/integrations/core/tabular.ts","80"
"lib","integrations/core/webhooks.ts","src/lib/integrations/core/webhooks.ts","57"
"lib","integrations/core/writers.ts","src/lib/integrations/core/writers.ts","172"
"lib","integrations/dev.ts","src/lib/integrations/dev.ts","39"
"lib","integrations/documents/fields.ts","src/lib/integrations/documents/fields.ts","20"
"lib","integrations/documents/http.ts","src/lib/integrations/documents/http.ts","111"
"lib","integrations/documents/manual.ts","src/lib/integrations/documents/manual.ts","56"
"lib","integrations/documents/mock.ts","src/lib/integrations/documents/mock.ts","32"
"lib","integrations/documents/service.ts","src/lib/integrations/documents/service.ts","83"
"lib","integrations/file.ts","src/lib/integrations/file.ts","98"
"lib","integrations/fx/providers.ts","src/lib/integrations/fx/providers.ts","101"
"lib","integrations/fx/service.ts","src/lib/integrations/fx/service.ts","69"
"lib","integrations/gpo/api.ts","src/lib/integrations/gpo/api.ts","78"
"lib","integrations/gpo/file.ts","src/lib/integrations/gpo/file.ts","60"
"lib","integrations/gpo/mock.ts","src/lib/integrations/gpo/mock.ts","31"
"lib","integrations/gpo/profiles.ts","src/lib/integrations/gpo/profiles.ts","44"
"lib","integrations/gpo/reconcile.ts","src/lib/integrations/gpo/reconcile.ts","143"
"lib","integrations/salesforce.ts","src/lib/integrations/salesforce.ts","21"
"lib","integrations/salesforce/adapter.ts","src/lib/integrations/salesforce/adapter.ts","154"
"lib","integrations/salesforce/auth.ts","src/lib/integrations/salesforce/auth.ts","54"
"lib","integrations/salesforce/client.ts","src/lib/integrations/salesforce/client.ts","77"
"lib","integrations/salesforce/mapping.ts","src/lib/integrations/salesforce/mapping.ts","134"
"lib","integrations/salesforce/mock.ts","src/lib/integrations/salesforce/mock.ts","67"
"lib","integrations/salesforce/webhook.ts","src/lib/integrations/salesforce/webhook.ts","67"
"lib","integrations/salesforce/writeback.ts","src/lib/integrations/salesforce/writeback.ts","58"
"lib","integrations/sap.ts","src/lib/integrations/sap.ts","20"
"lib","integrations/sap/adapter.ts","src/lib/integrations/sap/adapter.ts","109"
"lib","integrations/sap/mapping.ts","src/lib/integrations/sap/mapping.ts","59"
"lib","integrations/sap/mock.ts","src/lib/integrations/sap/mock.ts","45"
"lib","integrations/sap/odata.ts","src/lib/integrations/sap/odata.ts","90"
"lib","integrations/sync.ts","src/lib/integrations/sync.ts","288"
"lib","integrations/types.ts","src/lib/integrations/types.ts","106"
